input_text,reply_text
check air purifier status,The air purifier is now active.
is the lamp on,The lamp is currently on 👍
check router status,The router is now active.
is the lamp on,Checking... the lamp is operational ⚙️
can you check the water motor,Checking... the water motor is operational ⚙️
check toaster status,Toaster is running smoothly 😊
check water motor status,The water motor is now active.
is the speaker on,The speaker seems off at the moment.
check rice cooker status,Checking... the rice cooker is operational ⚙️
is garage door working,The garage door is currently on 👍
is the alarm on,Alarm is running smoothly 😊
is microwave working,The microwave is now active.
status of tv,The tv is currently on 👍
can you check the fan,The fan is currently on 👍
can you check the speaker,Speaker is running smoothly 😊
can you check the toaster,The toaster is currently on 👍
status of rice cooker,The rice cooker seems off at the moment.
is light working,Light is running smoothly 😊
can you check the router,Checking... the router is operational ⚙️
is the fridge on,The fridge seems off at the moment.
can you check the garage door,The garage door seems off at the moment.
can you check the garage door,Garage door is running smoothly 😊
check alarm status,The alarm seems off at the moment.
status of router,Router is running smoothly 😊
can you check the lamp,Lamp is running smoothly 😊
can you check the toaster,The toaster is currently on 👍
is toaster working,Checking... the toaster is operational ⚙️
check washing machine status,Checking... the washing machine is operational ⚙️
status of washing machine,The washing machine is now active.
is the fan on,The fan is now active.
status of dishwasher,Checking... the dishwasher is operational ⚙️
is hydroponic pump working,Checking... the hydroponic pump is operational ⚙️
is the robot vacuum on,The robot vacuum seems off at the moment.
is speaker working,The speaker is currently on 👍
is coffee maker working,The coffee maker is now active.
status of water motor,The water motor seems off at the moment.
check tv status,The tv is currently on 👍
check toaster status,The toaster is currently on 👍
can you check the dishwasher,Checking... the dishwasher is operational ⚙️
can you check the oven,The oven is currently on 👍
check robot vacuum status,The robot vacuum is currently on 👍
can you check the garage door,Checking... the garage door is operational ⚙️
is the oven on,The oven is currently on 👍
can you check the camera,The camera is currently on 👍
check router status,Checking... the router is operational ⚙️
can you check the light,Checking... the light is operational ⚙️
status of light,Light is running smoothly 😊
status of tv,The tv seems off at the moment.
is the robot vacuum on,The robot vacuum is currently on 👍
status of fridge,Checking... the fridge is operational ⚙️
is the humidifier on,The humidifier is now active.
is the light on,The light is currently on 👍
can you check the router,Checking... the router is operational ⚙️
status of router,Router is running smoothly 😊
is the window on,The window seems off at the moment.
is the heater on,Checking... the heater is operational ⚙️
is the freezer on,Checking... the freezer is operational ⚙️
can you check the air conditioner,Checking... the air conditioner is operational ⚙️
status of dishwasher,The dishwasher seems off at the moment.
is humidifier working,The humidifier is now active.
check air conditioner status,The air conditioner is currently on 👍
can you check the light,The light seems off at the moment.
is the microwave on,The microwave seems off at the moment.
is the garage door on,The garage door is now active.
is the router on,The router seems off at the moment.
is water motor working,The water motor is currently on 👍
is alarm working,The alarm is now active.
status of rice cooker,Checking... the rice cooker is operational ⚙️
