input_text,reply_text
switch on the aquarium filter,okay turning on the aquarium filter.
activate the aquarium filter,okay turning on the aquarium filter.
turn off the fan,"okay, deactivating the fan."
turn on the cctv camera,"done, cctv camera is now on."
turn off the light,"okay, deactivating the light."
switch on the door sensor,okay turning on the door sensor.
activate the dim light,okay turning on the dim light.
power on the aquarium filter,"done, aquarium filter is now on."
deactivate the phone charger,"okay, deactivating the phone charger."
power on the curtain,"done, curtain is now on."
switch on the refrigerator,okay turning on the refrigerator.
switch on the light,okay turning on the light.
switch off the hydroponic farm motor,"done, hydroponic farm motor is off."
enable the light,sure! activating the light.
power down the door sensor,"okay, deactivating the door sensor."
start the cctv camera,sure! activating the cctv camera.
stop the door sensor,"done, door sensor is off."
power on the phone charger,okay turning on the phone charger.
turn off the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
enable the dim light,"done, dim light is now on."
enable the aquarium filter,okay turning on the aquarium filter.
turn off the curtain,turning off the curtain.
turn off the aquarium filter,turning off the aquarium filter.
power down the refrigerator,"okay, deactivating the refrigerator."
disable the light,"done, light is off."
stop the fan,"done, fan is off."
deactivate the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
power on the dim light,"done, dim light is now on."
is dim light working,it seems the dim light is working fine.
power on the phone charger,sure! activating the phone charger.
deactivate the curtain,turning off the curtain.
enable the door sensor,"done, door sensor is now on."
power down the refrigerator,"done, refrigerator is off."
enable the aquarium filter,sure! activating the aquarium filter.
enable the aquarium filter,sure! activating the aquarium filter.
power down the phone charger,"okay, deactivating the phone charger."
enable the aquarium filter,okay turning on the aquarium filter.
turn off the dim light,turning off the dim light.
enable the hydroponic farm motor,"done, hydroponic farm motor is now on."
power on the phone charger,sure! activating the phone charger.
activate the aquarium filter,sure! activating the aquarium filter.
power on the door sensor,sure! activating the door sensor.
activate the cctv camera,sure! activating the cctv camera.
stop the dim light,"done, dim light is off."
turn on the fan,sure! activating the fan.
switch off the door sensor,"done, door sensor is off."
activate the phone charger,okay turning on the phone charger.
stop the light,"done, light is off."
switch on the door sensor,okay turning on the door sensor.
power down the light,turning off the light.
turn off the curtain,"okay, deactivating the curtain."
turn on the curtain,sure! activating the curtain.
start the dim light,okay turning on the dim light.
enable the light,okay turning on the light.
turn off the phone charger,"done, phone charger is off."
start the cctv camera,okay turning on the cctv camera.
power on the phone charger,okay turning on the phone charger.
switch on the light,sure! activating the light.
turn off the hydroponic farm motor,turning off the hydroponic farm motor.
disable the door sensor,"okay, deactivating the door sensor."
switch off the refrigerator,"okay, deactivating the refrigerator."
start the aquarium filter,okay turning on the aquarium filter.
turn on the cctv camera,okay turning on the cctv camera.
activate the dim light,sure! activating the dim light.
turn on the door sensor,"done, door sensor is now on."
turn off the door sensor,turning off the door sensor.
enable the hydroponic farm motor,sure! activating the hydroponic farm motor.
disable the curtain,turning off the curtain.
power on the light,okay turning on the light.
turn on the dim light,sure! activating the dim light.
deactivate the phone charger,"done, phone charger is off."
stop the light,"okay, deactivating the light."
switch off the light,"done, light is off."
activate the light,"done, light is now on."
turn on the dim light,"done, dim light is now on."
disable the cctv camera,turning off the cctv camera.
deactivate the refrigerator,"okay, deactivating the refrigerator."
deactivate the dim light,"okay, deactivating the dim light."
switch on the refrigerator,"done, refrigerator is now on."
deactivate the door sensor,"okay, deactivating the door sensor."
activate the dim light,okay turning on the dim light.
enable the fan,okay turning on the fan.
stop the cctv camera,"okay, deactivating the cctv camera."
deactivate the dim light,"okay, deactivating the dim light."
switch on the cctv camera,sure! activating the cctv camera.
power on the hydroponic farm motor,okay turning on the hydroponic farm motor.
stop the hydroponic farm motor,"done, hydroponic farm motor is off."
turn off the phone charger,"okay, deactivating the phone charger."
turn off the door sensor,"done, door sensor is off."
turn off the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
stop the curtain,"done, curtain is off."
deactivate the refrigerator,"okay, deactivating the refrigerator."
disable the phone charger,"done, phone charger is off."
turn on the hydroponic farm motor,okay turning on the hydroponic farm motor.
switch on the phone charger,"done, phone charger is now on."
turn off the fan,"done, fan is off."
stop the dim light,"okay, deactivating the dim light."
turn off the hydroponic farm motor,"done, hydroponic farm motor is off."
switch off the refrigerator,turning off the refrigerator.
switch on the cctv camera,okay turning on the cctv camera.
power on the refrigerator,okay turning on the refrigerator.
enable the cctv camera,sure! activating the cctv camera.
turn off the door sensor,"okay, deactivating the door sensor."
turn on the fan,okay turning on the fan.
power on the dim light,sure! activating the dim light.
switch on the curtain,sure! activating the curtain.
disable the curtain,"done, curtain is off."
turn off the door sensor,"done, door sensor is off."
power on the aquarium filter,okay turning on the aquarium filter.
appreciate it,no problem!
switch on the aquarium filter,"done, aquarium filter is now on."
switch off the refrigerator,"done, refrigerator is off."
turn on the hydroponic farm motor,okay turning on the hydroponic farm motor.
activate the refrigerator,sure! activating the refrigerator.
turn on the refrigerator,sure! activating the refrigerator.
activate the door sensor,"done, door sensor is now on."
switch off the phone charger,"done, phone charger is off."
activate the curtain,sure! activating the curtain.
stop the dim light,"done, dim light is off."
start the phone charger,okay turning on the phone charger.
turn on the cctv camera,sure! activating the cctv camera.
enable the dim light,sure! activating the dim light.
power down the refrigerator,"okay, deactivating the refrigerator."
start the cctv camera,sure! activating the cctv camera.
deactivate the phone charger,"okay, deactivating the phone charger."
switch off the curtain,turning off the curtain.
turn on the cctv camera,okay turning on the cctv camera.
